Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Price_USD,Delay_Minutes,Weather_Impact
United,LAX,DFW,31/1/2024 1:25,201,On-time,375.82,9,0
Southwest,SEA,JFK,4/4/2024 10:36,128,Delayed,497.70,6,0
United,SFO,DEN,14/6/2023 17:08,270,On-time,340.43,6,1
American Airlines,SEA,SEA,17/1/2025 18:05,228,On-time,515.47,9,0
Southwest,SFO,ATL,21/5/2023 16:00,179,On-time,289.25,6,1
American Airlines,JFK,JFK,14/7/2023 11:16,219,On-time,467.90,26,0
United,ORD,DEN,27/3/2024 5:53,135,On-time,219.82,3,0
American Airlines,ATL,JFK,18/7/2024 11:38,142,On-time,403.98,1,0
Southwest,SFO,SEA,17/1/2024 10:47,146,Cancelled,278.34,13,0
JetBlue,SEA,ATL,19/2/2024 18:30,132,On-time,385.95,8,0
Delta,DFW,ORD,14/6/2023 20:48,159,On-time,536.24,7,0
JetBlue,SEA,ATL,2/4/2025 9:00,81,On-time,461.88,2,0
JetBlue,LAX,DFW,11/4/2025 22:08,75,Delayed,413.89,51,0
Southwest,DEN,JFK,22/12/2024 16:01,197,Delayed,384.16,0,0
American Airlines,SEA,ORD,24/12/2024 3:09,192,On-time,446.24,19,0
American Airlines,SEA,DEN,31/5/2023 0:25,132,On-time,352.80,1,0
Southwest,DEN,SFO,12/8/2023 13:33,226,On-time,221.22,11,0
Southwest,JFK,LAX,19/9/2023 16:44,151,On-time,259.20,15,0
Southwest,DEN,SEA,10/6/2024 17:14,234,On-time,237.01,14,0
JetBlue,DEN,SEA,25/3/2024 6:04,198,On-time,235.17,19,0
JetBlue,LAX,SFO,22/12/2023 8:07,121,Delayed,196.17,23,1
Southwest,SEA,DEN,16/7/2024 12:50,236,Delayed,377.99,16,0
Delta,JFK,ATL,29/1/2024 19:54,75,On-time,292.20,4,0
JetBlue,JFK,SFO,26/5/2024 7:36,144,On-time,298.79,11,0
United,DEN,LAX,27/8/2024 16:52,153,On-time,394.30,7,0
American Airlines,SFO,SFO,28/5/2024 20:34,186,On-time,343.64,14,0
American Airlines,SFO,ATL,22/4/2024 7:40,216,On-time,241.63,28,0
American Airlines,SEA,JFK,21/9/2023 7:34,36,Cancelled,324.17,14,0
Southwest,ORD,ATL,12/3/2024 1:50,265,On-time,350.10,4,0
United,JFK,JFK,6/11/2023 2:11,134,On-time,226.68,19,1
JetBlue,ATL,JFK,22/12/2023 21:00,125,On-time,422.35,25,0
Southwest,SFO,ORD,19/2/2024 9:02,215,On-time,222.48,17,0
American Airlines,DFW,DFW,19/11/2024 5:52,73,On-time,208.11,0,0
Southwest,ORD,SFO,9/3/2024 0:24,129,On-time,437.07,28,0
Southwest,JFK,SEA,28/12/2023 23:10,54,On-time,463.96,4,0
Southwest,JFK,ATL,20/7/2023 0:17,167,Cancelled,438.03,1,0
United,ATL,ATL,19/10/2023 6:14,162,Delayed,340.93,13,0
JetBlue,DFW,SFO,19/12/2023 7:56,233,On-time,142.03,3,0
Delta,JFK,DEN,17/5/2023 8:26,240,Delayed,282.70,1,0
Delta,DFW,DFW,5/1/2024 5:40,233,Delayed,427.64,22,0
JetBlue,JFK,DFW,8/10/2024 8:48,153,On-time,491.32,0,0
Delta,ATL,DFW,4/5/2023 22:17,178,Delayed,214.66,4,0
American Airlines,DFW,LAX,22/3/2025 4:22,167,Cancelled,424.32,19,1
United,JFK,SEA,25/10/2024 19:38,290,On-time,203.53,1,0
JetBlue,DEN,SEA,19/2/2025 2:24,159,On-time,183.74,44,0
JetBlue,ORD,SFO,29/9/2024 13:31,140,On-time,373.33,18,0
United,DFW,JFK,4/12/2024 10:16,186,On-time,282.24,11,0
United,JFK,ATL,31/10/2023 13:19,139,On-time,365.76,77,1
JetBlue,SFO,JFK,8/8/2024 9:29,237,Cancelled,274.31,41,0
JetBlue,DFW,JFK,22/8/2024 13:07,235,On-time,295.77,4,0
JetBlue,LAX,SFO,26/3/2024 13:12,216,On-time,231.52,23,0
United,DFW,SFO,26/4/2023 16:08,103,On-time,555.06,1,0
Delta,JFK,JFK,12/11/2024 10:57,202,Delayed,221.01,6,0
American Airlines,SEA,DEN,15/10/2023 3:31,139,On-time,352.23,1,0
American Airlines,ATL,SEA,27/1/2024 15:17,359,On-time,139.97,15,0
JetBlue,ORD,SEA,20/11/2023 8:16,199,On-time,367.16,2,0
American Airlines,ATL,SEA,20/5/2023 15:31,208,Delayed,591.74,23,0
Delta,SEA,ATL,17/1/2024 19:44,280,On-time,344.47,18,0
American Airlines,LAX,DEN,25/11/2023 18:49,171,On-time,315.16,22,0
Delta,JFK,ATL,18/1/2024 0:04,152,On-time,265.17,3,0
Delta,LAX,ORD,21/12/2024 15:17,261,On-time,191.23,12,0
United,LAX,JFK,12/3/2025 19:05,287,On-time,201.51,6,1
United,DEN,SEA,31/10/2024 1:06,218,On-time,461.36,13,0
Southwest,LAX,SEA,1/4/2025 14:35,127,Delayed,99.27,4,0
Southwest,SFO,JFK,24/8/2023 1:25,153,On-time,218.45,13,0
JetBlue,JFK,ATL,31/10/2023 20:28,193,On-time,394.40,9,1
JetBlue,DFW,SEA,26/8/2024 23:36,66,Delayed,369.59,28,0
Delta,SFO,LAX,18/3/2025 22:47,63,On-time,302.28,11,0
JetBlue,DEN,SFO,28/12/2023 17:28,227,On-time,328.16,1,0
American Airlines,ORD,LAX,23/9/2023 0:44,166,On-time,466.24,16,0
Southwest,DEN,ATL,28/1/2025 2:33,202,On-time,411.10,15,0
Delta,ORD,LAX,25/8/2024 18:25,195,On-time,365.78,17,0
United,SEA,ATL,28/10/2024 2:00,194,On-time,482.94,7,1
JetBlue,JFK,DEN,28/9/2023 20:42,202,On-time,301.60,2,0
Delta,ATL,JFK,13/9/2023 9:49,128,On-time,411.81,8,0
United,ORD,SEA,26/7/2023 6:06,207,On-time,339.02,15,0
JetBlue,SFO,DEN,2/10/2024 14:43,97,On-time,464.61,1,0
Southwest,ATL,SFO,19/9/2023 11:31,264,Delayed,339.41,0,1
United,LAX,SFO,23/6/2023 7:40,193,On-time,308.35,11,0
Southwest,LAX,JFK,2/7/2023 4:10,187,On-time,221.99,5,0
United,ORD,LAX,4/7/2023 17:42,152,On-time,406.12,15,0
United,LAX,SEA,26/3/2024 21:21,145,On-time,437.61,4,0
American Airlines,LAX,ORD,20/3/2025 21:25,97,On-time,412.06,21,0
American Airlines,SEA,SFO,1/10/2024 16:36,251,On-time,272.74,15,0
JetBlue,LAX,DEN,1/5/2023 9:06,149,On-time,392.30,2,0
Southwest,ORD,LAX,30/10/2023 7:33,236,On-time,392.68,7,0
JetBlue,ORD,ORD,6/10/2023 9:24,148,On-time,329.35,5,0
United,ATL,SEA,22/9/2023 19:31,138,On-time,420.29,2,0
United,JFK,ORD,22/12/2023 23:58,154,On-time,206.44,3,0
JetBlue,DFW,ORD,14/7/2023 10:24,183,On-time,408.32,5,1
JetBlue,LAX,LAX,13/1/2025 1:26,300,On-time,391.71,10,0
American Airlines,ORD,ORD,18/7/2023 6:16,206,On-time,326.66,1,0
Delta,SEA,JFK,24/11/2024 1:48,92,On-time,227.28,6,0
JetBlue,ATL,DFW,17/7/2023 0:34,159,On-time,115.20,6,0
Southwest,ATL,DFW,12/9/2023 16:10,177,On-time,365.17,2,1
American Airlines,ATL,DEN,31/1/2025 0:47,276,On-time,348.21,20,0
United,LAX,DEN,9/9/2024 17:52,140,On-time,365.59,0,0
Southwest,DFW,DEN,22/2/2025 20:20,174,On-time,264.25,36,0
Southwest,JFK,DEN,25/2/2024 13:42,232,On-time,275.56,6,0
Delta,JFK,JFK,1/8/2024 1:51,139,On-time,389.51,0,1
American Airlines,SFO,ORD,13/10/2024 8:39,191,On-time,452.56,25,0
Delta,LAX,DFW,15/7/2023 22:14,331,Delayed,286.67,1,0
Delta,SFO,ORD,2/8/2024 16:25,218,On-time,326.27,10,0
United,DEN,SFO,19/7/2024 14:37,201,Delayed,476.52,12,0
JetBlue,ORD,JFK,1/6/2024 19:37,212,On-time,189.76,7,0
Delta,DFW,ORD,25/1/2024 14:03,137,Delayed,193.82,1,0
United,ATL,SFO,25/6/2023 7:40,206,On-time,348.79,2,0
Southwest,SEA,ATL,1/1/2025 22:49,31,On-time,281.49,34,0
Delta,DEN,DFW,9/4/2024 13:55,232,On-time,308.05,11,0
JetBlue,LAX,LAX,6/8/2024 12:06,274,On-time,496.95,1,0
Southwest,SEA,JFK,16/6/2024 14:10,74,Cancelled,412.36,5,0
Delta,DEN,ATL,18/3/2025 17:08,217,On-time,375.11,9,0
Delta,JFK,ATL,22/5/2024 15:34,148,On-time,206.94,8,0
United,SFO,DEN,3/10/2024 2:43,126,On-time,326.49,9,0
Southwest,ORD,SEA,29/11/2024 7:36,151,Cancelled,499.14,14,0
Delta,DEN,SEA,11/3/2025 5:36,157,On-time,488.99,2,0
Southwest,DEN,DFW,20/9/2024 13:32,119,On-time,290.57,7,0
American Airlines,ORD,SFO,13/5/2023 13:28,101,Cancelled,396.34,10,0
Delta,DEN,DEN,26/4/2024 10:48,202,Delayed,384.56,10,0
American Airlines,DEN,JFK,28/11/2024 18:13,229,On-time,531.85,12,0
American Airlines,SEA,ATL,29/6/2024 6:50,253,Cancelled,432.62,7,1
American Airlines,ATL,SEA,7/2/2024 6:51,151,Cancelled,383.99,9,1
Southwest,ORD,DFW,12/11/2023 14:56,199,On-time,450.42,9,0
Southwest,ATL,SFO,23/1/2025 8:45,24,On-time,418.58,16,0
American Airlines,ORD,DFW,14/8/2024 23:16,70,On-time,393.45,0,0
United,DFW,ATL,27/12/2024 7:11,193,On-time,355.04,32,0
JetBlue,ORD,SEA,27/10/2024 7:08,184,On-time,286.87,6,0
Delta,SFO,SEA,24/10/2023 18:40,209,On-time,289.52,14,0
United,DFW,DEN,6/5/2024 14:44,207,On-time,567.91,2,0
Southwest,ATL,ORD,22/2/2025 15:56,208,Delayed,350.97,9,1
Delta,SEA,SEA,21/1/2024 20:54,143,On-time,482.66,8,0
JetBlue,ATL,LAX,11/4/2025 12:40,183,Delayed,477.25,9,0
United,SFO,ORD,10/6/2024 9:58,201,On-time,193.62,5,0
American Airlines,ORD,LAX,15/6/2023 2:34,171,On-time,349.39,0,1
American Airlines,SFO,SEA,15/3/2024 17:50,187,On-time,439.39,2,0
JetBlue,DEN,DFW,13/11/2023 17:44,125,Delayed,239.46,6,0
Delta,DEN,SFO,8/2/2024 11:24,300,On-time,363.03,17,0
JetBlue,ATL,ORD,15/8/2024 4:20,236,Delayed,441.07,5,0
United,SEA,DFW,10/8/2023 0:46,174,On-time,501.90,4,0
United,DFW,DEN,13/3/2025 13:12,175,On-time,610.42,3,0
American Airlines,DEN,SEA,31/10/2024 7:44,138,On-time,444.53,13,0
Southwest,DEN,SFO,22/1/2025 12:22,233,Delayed,357.95,1,0
Delta,DFW,DFW,1/4/2024 10:40,167,Delayed,456.54,1,0
JetBlue,LAX,DFW,18/6/2023 8:25,266,On-time,281.87,6,0
United,LAX,JFK,8/7/2023 10:43,164,On-time,276.30,9,0
American Airlines,SEA,LAX,12/8/2024 6:06,228,On-time,219.36,9,0
Southwest,DFW,ATL,14/9/2023 18:25,113,On-time,146.71,7,0
Delta,SFO,ORD,28/5/2023 11:46,192,On-time,439.03,5,0
JetBlue,DEN,SFO,1/6/2023 13:08,106,On-time,467.70,5,0
United,ORD,SFO,5/5/2023 13:44,94,On-time,329.99,7,0
Delta,ATL,DFW,12/9/2023 15:57,260,Delayed,238.37,6,0
Delta,ATL,SEA,11/1/2025 5:18,207,On-time,412.65,3,0
JetBlue,ORD,ORD,11/2/2024 16:10,139,On-time,391.69,11,0
Delta,SFO,JFK,30/4/2024 13:54,91,Delayed,349.33,15,0
Southwest,ORD,SFO,5/5/2024 21:18,242,On-time,426.97,2,0
JetBlue,SFO,SEA,1/2/2024 20:09,246,On-time,412.93,7,0
Southwest,SFO,SEA,20/10/2024 4:30,189,On-time,398.50,23,1
United,SEA,SFO,14/2/2025 12:02,167,On-time,431.19,28,0
Delta,JFK,SEA,16/2/2024 17:05,147,On-time,440.64,16,0
Southwest,DEN,LAX,12/10/2024 23:26,186,On-time,637.81,52,0
Delta,ATL,DFW,27/8/2023 6:43,190,On-time,501.85,7,0
JetBlue,ORD,DEN,15/10/2024 3:59,151,On-time,534.73,38,0
American Airlines,LAX,SFO,1/10/2023 3:42,131,On-time,338.63,2,0
JetBlue,ORD,DFW,30/9/2023 0:47,161,On-time,305.99,5,0
United,ATL,JFK,17/11/2023 19:06,179,On-time,283.60,3,0
Southwest,LAX,DEN,17/5/2024 2:59,177,On-time,308.17,11,0
JetBlue,SEA,SFO,7/5/2023 21:58,175,On-time,200.00,13,0
United,DEN,SEA,27/6/2023 1:52,214,On-time,395.90,25,1
United,DEN,ATL,12/3/2024 10:44,254,On-time,276.93,3,0
Delta,DEN,ATL,13/10/2024 20:06,202,On-time,479.09,2,0
American Airlines,JFK,SFO,28/3/2024 0:43,141,On-time,267.29,1,0
American Airlines,ATL,SEA,24/9/2024 16:33,248,On-time,400.62,3,0
United,SFO,DFW,19/5/2023 2:01,48,Delayed,373.18,4,0
American Airlines,DEN,JFK,21/2/2024 15:55,116,On-time,392.87,18,0
Delta,ORD,LAX,28/5/2023 8:50,145,On-time,300.97,5,0
JetBlue,DFW,SFO,16/10/2024 15:48,157,On-time,271.28,6,0
United,ATL,DEN,6/12/2024 6:06,199,On-time,295.05,5,0
JetBlue,DEN,ATL,24/6/2023 0:14,207,Cancelled,281.18,7,1
Southwest,DEN,DFW,15/3/2025 7:54,133,On-time,599.38,6,0
United,JFK,LAX,1/10/2023 7:46,205,On-time,497.65,0,1
United,ORD,ORD,2/5/2023 5:45,216,On-time,298.14,4,0
American Airlines,SEA,DEN,21/3/2024 21:12,182,On-time,143.35,1,0
Southwest,SEA,LAX,26/9/2024 2:38,182,On-time,423.25,7,0
American Airlines,JFK,SFO,30/7/2023 4:43,225,On-time,363.58,6,0
American Airlines,LAX,DEN,3/5/2024 11:02,171,Cancelled,375.54,4,0
American Airlines,JFK,DFW,28/9/2024 11:54,240,Delayed,442.77,23,0
United,DEN,SFO,26/2/2025 16:57,16,On-time,257.96,3,0
JetBlue,DFW,SFO,26/8/2024 23:19,105,On-time,270.09,4,0
United,DFW,SEA,9/10/2023 6:26,117,On-time,200.31,5,0
Delta,SEA,SEA,2/5/2023 14:05,119,On-time,642.24,32,0
Delta,DFW,SFO,26/11/2023 19:11,277,On-time,396.35,24,0
Delta,SEA,DEN,25/7/2024 15:20,138,On-time,326.73,14,0
Southwest,DFW,SFO,26/8/2023 4:19,204,On-time,350.36,33,0
United,DEN,JFK,1/5/2024 7:08,171,On-time,342.51,8,0
JetBlue,SFO,SEA,19/10/2023 4:28,217,On-time,467.33,8,0
Southwest,ORD,ATL,18/5/2024 23:00,103,Delayed,370.45,0,1
American Airlines,ATL,DFW,24/10/2023 16:56,131,On-time,312.54,15,0
United,DEN,SFO,26/3/2024 0:01,136,On-time,231.37,3,0
American Airlines,DEN,JFK,14/3/2025 1:56,125,On-time,406.94,7,0
United,ORD,LAX,7/11/2023 9:12,210,On-time,235.09,1,0
United,DEN,SEA,2/11/2023 13:42,88,On-time,193.86,4,0
American Airlines,SFO,DFW,24/1/2025 6:23,232,On-time,600.42,10,0
Southwest,ORD,DEN,22/12/2023 4:28,207,On-time,411.09,8,0
JetBlue,DFW,ORD,28/10/2024 6:05,191,On-time,289.71,3,0
Southwest,SEA,DEN,7/2/2025 1:29,291,On-time,519.80,17,0
Southwest,DEN,JFK,12/2/2024 17:15,246,On-time,386.79,5,0
American Airlines,DEN,LAX,9/4/2024 15:01,156,On-time,430.96,16,0
JetBlue,ORD,ATL,2/6/2024 5:18,205,On-time,308.35,4,1
American Airlines,SEA,DFW,14/10/2023 11:13,199,On-time,277.44,32,0
Delta,SFO,SFO,29/9/2023 5:14,361,On-time,467.50,2,0
JetBlue,SEA,ORD,15/8/2024 10:28,210,On-time,430.57,19,0
Southwest,SEA,ORD,25/12/2024 12:19,82,On-time,408.79,12,0
American Airlines,SFO,ORD,20/1/2025 11:08,154,Cancelled,455.69,12,0
American Airlines,SFO,SFO,22/11/2023 5:28,136,Delayed,395.50,2,0
United,DEN,ORD,12/6/2024 20:37,196,On-time,294.78,1,0
American Airlines,JFK,JFK,14/10/2023 22:22,189,On-time,310.23,9,0
Delta,LAX,ORD,5/1/2025 15:09,219,On-time,350.45,0,0
JetBlue,DEN,DEN,24/3/2024 14:12,287,On-time,399.89,0,1
American Airlines,DFW,ATL,4/9/2024 12:52,252,On-time,356.45,25,0
United,JFK,ATL,8/1/2025 15:13,192,On-time,204.86,2,0
JetBlue,JFK,ORD,17/10/2024 1:05,194,On-time,142.82,26,0
JetBlue,JFK,JFK,12/10/2023 6:52,261,Cancelled,300.33,7,0
Delta,ORD,JFK,26/5/2023 6:35,261,On-time,236.05,0,0
JetBlue,LAX,SEA,28/4/2024 6:19,154,On-time,379.01,22,1
United,DFW,DEN,18/11/2024 15:22,242,On-time,138.66,19,1
United,ATL,SEA,6/1/2024 3:27,119,Delayed,401.71,4,0
Delta,SEA,DEN,4/5/2023 14:43,195,On-time,401.59,26,0
American Airlines,ORD,ORD,15/11/2023 10:39,125,On-time,405.51,29,0
Delta,DEN,DEN,27/2/2025 18:00,179,On-time,435.24,5,0
United,JFK,SEA,21/12/2023 23:33,178,On-time,402.87,12,0
American Airlines,ATL,SEA,13/4/2025 14:11,62,Delayed,383.83,0,0
Southwest,SFO,SEA,21/3/2024 15:24,156,On-time,260.84,1,0
American Airlines,ORD,ORD,29/10/2024 22:19,182,Cancelled,326.74,1,0
Delta,JFK,SFO,17/3/2024 16:46,251,On-time,337.55,57,1
American Airlines,LAX,LAX,3/5/2024 8:47,196,On-time,250.12,12,0
Delta,DFW,LAX,26/4/2024 0:25,181,Cancelled,329.51,7,1
United,LAX,SFO,5/1/2024 15:49,279,On-time,260.88,8,0
American Airlines,SEA,DEN,17/7/2024 20:42,201,On-time,461.06,1,0
Delta,JFK,DEN,27/7/2024 2:06,262,On-time,343.73,17,1
United,LAX,JFK,2/4/2024 15:29,212,On-time,194.41,6,0
Delta,DFW,LAX,18/9/2023 2:17,133,On-time,505.41,5,0
Delta,JFK,LAX,20/2/2025 3:48,159,On-time,466.75,7,0
United,LAX,SEA,28/8/2024 10:29,342,On-time,262.10,1,1
American Airlines,SEA,ORD,24/1/2024 20:38,188,On-time,474.14,7,0
Delta,SEA,JFK,7/4/2024 4:49,190,On-time,421.47,13,0
United,DEN,ORD,8/10/2023 3:28,308,Delayed,336.65,7,0
American Airlines,JFK,ORD,5/1/2025 2:20,159,On-time,471.12,27,1
American Airlines,ATL,ATL,25/2/2025 6:50,179,Delayed,351.84,6,0
United,DEN,ATL,26/7/2024 22:08,110,On-time,303.61,4,0
JetBlue,JFK,LAX,17/2/2025 22:02,149,On-time,287.64,1,0
American Airlines,SEA,SEA,19/4/2024 6:27,137,On-time,392.26,16,0
Delta,ORD,ORD,5/4/2025 15:50,220,On-time,375.57,4,0
United,DEN,SEA,10/11/2023 10:50,269,On-time,251.06,2,1
Delta,DEN,LAX,14/1/2024 22:47,242,On-time,341.27,6,0
United,DEN,JFK,24/6/2023 15:58,245,Cancelled,431.76,4,0
American Airlines,DEN,SFO,12/9/2023 9:12,287,On-time,422.79,10,0
JetBlue,ORD,JFK,1/2/2024 2:35,238,On-time,302.20,14,1
United,JFK,ORD,25/1/2024 13:33,102,On-time,342.21,6,0
Delta,ATL,SEA,15/9/2024 1:24,237,On-time,466.19,0,0
Delta,SFO,SFO,23/12/2023 5:24,93,On-time,364.37,8,0
American Airlines,JFK,LAX,14/11/2024 20:57,216,On-time,381.05,9,0
JetBlue,DEN,DEN,17/8/2024 11:53,184,On-time,256.77,5,0
American Airlines,ATL,SFO,9/9/2024 22:40,201,On-time,319.26,1,0
Delta,DEN,DFW,21/6/2023 20:38,162,Cancelled,394.10,10,0
Southwest,ATL,LAX,21/10/2023 1:57,152,On-time,290.72,16,0
United,SEA,DEN,5/7/2024 11:52,248,Cancelled,278.60,13,0
JetBlue,DEN,DFW,26/2/2025 10:31,117,On-time,315.07,3,0
American Airlines,ORD,JFK,12/3/2024 20:46,159,On-time,407.45,6,0
JetBlue,ORD,SEA,8/5/2023 2:21,93,On-time,368.55,25,0
Delta,DEN,JFK,16/4/2024 10:31,87,On-time,439.27,7,0
Southwest,SFO,ATL,7/7/2024 4:34,92,On-time,224.27,3,0
Southwest,ATL,DFW,8/12/2024 10:22,227,On-time,260.38,13,0
United,LAX,JFK,7/5/2023 20:54,211,On-time,350.26,12,0
United,DEN,JFK,19/8/2023 2:34,147,On-time,373.94,16,0
United,DFW,ATL,4/12/2024 13:50,29,On-time,299.68,9,1
Southwest,JFK,DEN,25/2/2025 22:30,279,On-time,373.28,5,0
JetBlue,LAX,DFW,15/7/2023 5:23,200,On-time,407.32,53,0
Southwest,SFO,DFW,18/7/2023 16:24,186,On-time,353.34,0,0
United,DEN,ATL,15/1/2025 10:27,185,On-time,380.67,4,0
JetBlue,ORD,LAX,9/2/2025 15:22,23,On-time,395.65,15,0
United,DFW,JFK,13/10/2023 11:03,105,On-time,417.72,12,0
United,ATL,DEN,23/9/2023 11:24,218,On-time,301.65,6,0
Delta,JFK,SEA,17/8/2024 11:12,197,On-time,163.92,2,0
Southwest,DEN,ORD,6/6/2023 14:27,196,Delayed,480.58,2,1
JetBlue,LAX,JFK,17/4/2024 0:21,118,On-time,282.87,2,0
United,JFK,LAX,25/10/2024 10:27,138,On-time,368.19,2,0
American Airlines,DFW,JFK,10/4/2024 12:50,210,Cancelled,273.53,9,0
JetBlue,ATL,DFW,10/5/2023 6:05,147,On-time,244.05,4,0
Southwest,JFK,DFW,4/6/2024 11:39,189,On-time,257.66,1,0
American Airlines,LAX,ATL,21/7/2023 16:45,148,Delayed,473.18,19,1
Southwest,LAX,ATL,20/8/2023 20:10,208,Delayed,486.88,9,0
United,ORD,SEA,5/7/2024 9:15,183,On-time,527.96,13,0
JetBlue,ATL,DEN,13/2/2024 14:08,157,On-time,226.59,18,0
United,JFK,ORD,30/8/2023 15:38,114,On-time,435.08,25,0
JetBlue,DFW,SEA,18/4/2024 6:14,148,On-time,454.90,7,0
United,SEA,DEN,8/11/2024 1:46,217,On-time,339.77,3,0
United,ATL,ORD,16/11/2023 19:28,188,On-time,258.08,5,1
Southwest,SFO,LAX,3/10/2024 11:58,206,On-time,233.25,1,1
JetBlue,ATL,DEN,25/12/2023 7:53,206,On-time,286.70,31,0
United,LAX,JFK,17/11/2024 1:55,132,On-time,177.49,4,1
United,LAX,LAX,14/3/2025 2:59,166,On-time,501.65,3,0
Southwest,JFK,DFW,29/9/2023 22:42,184,Delayed,378.57,9,1
Delta,SEA,JFK,20/9/2023 5:17,127,On-time,403.04,2,0
United,JFK,DFW,24/11/2024 18:50,73,Delayed,519.16,4,0
American Airlines,SEA,SFO,19/1/2024 18:22,120,Delayed,641.23,17,0
Delta,SEA,ORD,6/9/2024 1:06,130,Delayed,329.81,2,0
JetBlue,DFW,JFK,19/10/2024 18:45,182,On-time,272.26,2,0
Southwest,SEA,DEN,21/2/2024 20:57,106,On-time,329.81,9,1
JetBlue,ATL,SEA,2/7/2023 2:30,93,Cancelled,345.37,1,0
JetBlue,SFO,ATL,7/5/2023 18:09,215,On-time,171.01,2,0
American Airlines,ATL,LAX,22/2/2025 15:35,173,Delayed,223.35,2,0
Southwest,JFK,DFW,6/5/2023 11:06,128,On-time,226.64,4,0
Delta,SFO,LAX,3/7/2024 9:27,186,On-time,301.53,1,1
United,ATL,JFK,12/9/2024 2:45,66,Cancelled,383.85,6,0
JetBlue,ORD,SEA,22/1/2025 11:27,125,On-time,400.30,2,0
United,ATL,LAX,7/3/2025 16:20,222,On-time,366.93,2,0
JetBlue,LAX,JFK,5/4/2025 21:52,197,On-time,344.80,8,0
Southwest,SEA,ORD,5/2/2024 12:42,215,On-time,295.19,29,1
United,ATL,JFK,29/8/2024 18:45,248,On-time,383.04,4,0
American Airlines,LAX,JFK,8/4/2024 0:07,219,On-time,451.49,1,1
American Airlines,ATL,DEN,5/8/2024 15:05,303,On-time,121.91,16,0
JetBlue,JFK,JFK,30/7/2024 3:05,104,On-time,289.32,16,0
Delta,ATL,LAX,8/7/2024 1:42,193,Delayed,323.68,11,0
American Airlines,JFK,DFW,22/3/2025 16:59,86,On-time,304.29,21,0
American Airlines,LAX,ATL,27/8/2024 6:10,255,On-time,431.10,11,0
JetBlue,LAX,DFW,27/4/2024 1:41,115,On-time,205.87,19,0
United,DEN,SFO,2/8/2023 20:51,207,On-time,372.38,14,0
United,ORD,SFO,21/7/2024 21:03,216,Delayed,392.39,5,0
American Airlines,DFW,DEN,19/10/2023 0:22,218,On-time,386.49,6,0
American Airlines,SFO,JFK,30/9/2024 11:19,104,On-time,299.66,14,1
Delta,ATL,SFO,9/10/2024 4:49,243,On-time,352.82,14,0
United,LAX,ORD,2/3/2024 16:19,167,On-time,541.83,1,0
Southwest,DFW,DEN,4/5/2024 22:41,159,On-time,467.97,4,0
Delta,JFK,DFW,24/4/2024 20:01,198,On-time,189.20,9,0
American Airlines,SEA,SEA,11/5/2024 3:20,90,On-time,367.08,4,0
JetBlue,SFO,DFW,19/11/2023 0:32,235,Delayed,450.57,1,0
JetBlue,ORD,JFK,23/10/2023 10:47,144,Cancelled,531.84,6,1
Delta,ORD,JFK,15/12/2024 17:06,64,On-time,330.31,22,0
Delta,ATL,SFO,30/4/2024 19:56,225,On-time,316.01,15,0
American Airlines,JFK,ATL,19/11/2023 9:46,162,On-time,357.62,4,1
Delta,SFO,JFK,19/9/2023 14:16,137,On-time,329.86,3,0
JetBlue,SFO,DEN,9/10/2023 12:03,175,Delayed,412.02,1,0
Delta,SEA,SFO,19/5/2024 13:25,185,On-time,358.53,8,0
United,ATL,JFK,29/12/2024 8:06,205,On-time,279.48,3,1
United,SFO,DEN,1/4/2025 1:16,167,On-time,427.03,0,0
Southwest,SFO,JFK,11/5/2023 22:24,199,On-time,136.56,7,0
United,LAX,DEN,20/10/2023 6:12,188,Delayed,415.40,28,0
Southwest,ORD,ORD,25/2/2024 22:04,178,Delayed,375.34,34,0
United,DEN,JFK,27/8/2023 19:28,78,On-time,337.59,47,1
JetBlue,ORD,ATL,14/5/2024 14:08,251,Cancelled,393.36,19,0
Delta,ORD,LAX,8/12/2024 1:07,169,Delayed,527.34,11,0
American Airlines,DFW,ORD,16/10/2023 16:09,139,On-time,500.53,27,0
American Airlines,JFK,SEA,12/9/2023 4:40,251,Delayed,299.37,16,1
United,SFO,DEN,6/4/2024 2:37,166,On-time,500.41,3,0
Delta,SEA,ATL,25/12/2024 7:19,256,On-time,337.10,8,0
JetBlue,LAX,ATL,8/10/2024 12:49,297,On-time,408.03,1,0
United,ORD,ORD,18/9/2024 7:01,99,On-time,211.40,3,0
JetBlue,ORD,SFO,27/7/2024 2:49,196,On-time,293.60,10,0
JetBlue,LAX,JFK,7/1/2024 14:12,149,On-time,185.31,8,0
Delta,LAX,ATL,6/11/2024 4:02,93,On-time,253.63,14,0
Delta,SEA,DFW,7/3/2024 11:45,202,Delayed,336.00,0,0
United,SFO,ATL,21/2/2024 3:30,131,On-time,386.07,9,0
Southwest,ORD,ORD,30/3/2025 14:41,298,On-time,412.11,1,1
Delta,ORD,JFK,20/4/2024 15:02,205,On-time,334.32,9,1
United,DFW,JFK,6/8/2023 0:31,202,On-time,342.96,19,0
JetBlue,JFK,SEA,9/4/2025 9:22,115,On-time,323.04,21,0
American Airlines,JFK,ATL,24/5/2024 15:24,281,On-time,212.88,3,0
American Airlines,LAX,DFW,1/10/2024 6:26,108,On-time,384.89,10,0
